gender,race/ethnicity,parental level of education,lunch,test preparation course,internet_access,extracurricular_activities,tutoring_support,study_method,parental_involvement,previous_term_score,attendance_rate,weekly_study_hours,sleep_hours_per_day,daily_screen_time_hours,past_failures,reading score,writing score,math score
female,group E,associate's degree,free/reduced,completed,yes,yes,none,spaced_repetition,low,78,97.9,18.5,7.4,2.5,2,85,88,80
male,group D,some high school,free/reduced,none,yes,no,peer_tutoring,spaced_repetition,high,61,97.2,27.3,6.1,1.4,1,66,65,68
male,group A,bachelor's degree,standard,none,yes,yes,none,group_study,medium,63,90.1,17.0,6.7,3.4,0,79,76,71
female,group D,associate's degree,standard,none,no,no,none,group_study,high,77,95.4,10.9,7.7,5.7,0,90,84,84
female,group A,associate's degree,free/reduced,completed,yes,no,none,spaced_repetition,high,77,93.1,8.8,8.1,4.2,0,98,91,93
female,group C,some college,standard,completed,yes,yes,none,passive_reading,medium,67,95.5,10.5,5.4,3.4,0,72,70,71
male,group C,some college,free/reduced,completed,yes,yes,none,active_problem_solving,medium,71,82.8,8.6,7.2,3.8,0,76,71,80
male,group B,some high school,free/reduced,completed,yes,no,none,spaced_repetition,medium,90,97.5,8.4,6.7,4.6,0,90,94,91
male,group C,high school,free/reduced,completed,yes,yes,none,spaced_repetition,high,53,96.6,6.9,7.3,3.9,1,60,58,60
male,group C,bachelor's degree,standard,completed,no,yes,peer_tutoring,spaced_repetition,low,67,93.1,9.1,8.5,1.4,2,69,71,78
female,group D,some college,standard,completed,yes,no,none,active_problem_solving,high,78,95.6,23.6,8.4,3.0,0,100,100,100
male,group B,some high school,free/reduced,completed,yes,no,private_tutor,group_study,medium,53,86.7,9.5,6.7,1.9,0,53,47,55
female,group B,some high school,free/reduced,completed,yes,no,none,passive_reading,high,48,99.6,15.1,5.2,8.3,0,51,52,53
female,group C,high school,standard,completed,yes,yes,peer_tutoring,spaced_repetition,low,65,77.1,5.7,7.3,3.5,0,76,75,74
female,group E,bachelor's degree,standard,none,yes,no,none,active_problem_solving,low,88,85.1,14.8,7.3,2.4,0,100,100,98
female,group E,some high school,standard,completed,no,no,none,group_study,medium,60,96.5,3.8,8.7,2.9,0,74,68,65
female,group C,bachelor's degree,standard,completed,yes,no,peer_tutoring,spaced_repetition,medium,84,98.5,9.3,10.0,2.4,0,100,99,100
male,group B,high school,standard,completed,yes,yes,none,spaced_repetition,low,78,97.6,20.3,8.6,0.9,0,96,91,91
female,group B,high school,free/reduced,none,no,no,none,group_study,low,70,96.2,4.0,7.3,1.1,0,56,60,60
male,group B,some college,free/reduced,none,no,yes,private_tutor,spaced_repetition,high,72,90.1,20.0,8.4,2.5,0,80,76,80
female,group B,some high school,standard,completed,yes,yes,none,spaced_repetition,medium,75,92.9,23.9,5.4,2.3,0,94,91,84
male,group D,some college,standard,none,yes,no,none,active_problem_solving,medium,61,83.8,14.2,8.4,6.0,1,64,67,66
male,group C,bachelor's degree,standard,completed,yes,no,peer_tutoring,group_study,medium,72,84.2,10.9,5.4,2.3,1,83,85,81
male,group A,high school,standard,completed,yes,yes,none,active_problem_solving,medium,58,97.8,22.1,7.1,1.9,0,90,80,80
female,group E,high school,standard,completed,yes,no,none,spaced_repetition,low,73,89.0,21.2,9.2,2.0,0,90,92,87
male,group B,bachelor's degree,standard,none,yes,yes,peer_tutoring,active_problem_solving,low,75,95.8,17.0,7.5,3.6,0,94,88,88
male,group D,high school,standard,completed,yes,yes,none,active_problem_solving,medium,66,95.8,16.5,6.7,4.8,0,84,83,84
male,group D,associate's degree,standard,completed,yes,no,none,passive_reading,low,62,89.7,13.2,5.4,2.2,0,69,64,70
female,group E,master's degree,free/reduced,none,yes,no,none,active_problem_solving,medium,65,88.4,7.5,7.9,9.8,0,66,61,66
female,group E,associate's degree,free/reduced,none,yes,yes,peer_tutoring,group_study,low,83,92.3,10.2,6.1,3.1,0,93,91,89
male,group B,associate's degree,free/reduced,none,yes,no,none,passive_reading,high,51,90.6,23.3,6.5,2.4,0,57,57,58
male,group B,associate's degree,free/reduced,none,yes,no,peer_tutoring,active_problem_solving,high,78,87.4,22.1,4.2,1.5,0,87,86,78
female,group B,associate's degree,standard,completed,yes,yes,peer_tutoring,spaced_repetition,high,72,94.4,22.8,5.8,1.7,1,98,93,85
male,group E,high school,standard,completed,yes,no,none,spaced_repetition,medium,62,94.5,16.4,7.1,0.5,0,81,75,81
male,group D,associate's degree,free/reduced,none,yes,no,peer_tutoring,group_study,medium,38,92.8,6.4,7.3,4.3,1,29,37,39
male,group D,bachelor's degree,free/reduced,none,yes,no,none,group_study,high,89,88.8,13.9,8.2,3.3,0,100,93,100
female,group C,some college,free/reduced,completed,yes,yes,peer_tutoring,active_problem_solving,medium,78,93.8,9.3,5.9,5.8,0,100,93,94
male,group D,some high school,free/reduced,completed,yes,no,none,spaced_repetition,low,64,95.5,7.0,6.0,0.8,0,59,64,63
female,group D,some college,free/reduced,completed,yes,yes,peer_tutoring,spaced_repetition,medium,41,98.4,5.6,8.2,3.1,1,55,55,54
male,group C,some college,free/reduced,none,yes,no,none,spaced_repetition,low,76,91.8,15.9,5.9,1.6,0,75,76,75
male,group D,associate's degree,free/reduced,none,yes,yes,private_tutor,active_problem_solving,low,63,90.0,23.8,8.3,3.7,0,79,71,75
male,group D,bachelor's degree,standard,completed,yes,no,none,spaced_repetition,high,71,80.8,16.0,8.7,2.1,0,97,90,89
female,group E,high school,free/reduced,none,yes,no,none,spaced_repetition,medium,49,95.5,13.1,8.2,4.2,1,48,52,51
male,group D,bachelor's degree,standard,none,yes,no,none,passive_reading,high,60,92.3,9.4,8.5,8.7,0,68,69,68
male,group D,high school,standard,none,yes,yes,peer_tutoring,spaced_repetition,low,77,90.5,5.7,6.7,6.4,0,78,75,81
male,group D,master's degree,standard,none,yes,no,peer_tutoring,group_study,medium,68,91.6,11.6,6.8,7.2,1,84,76,72
male,group C,associate's degree,standard,none,yes,no,none,active_problem_solving,medium,85,95.0,22.0,8.1,6.0,0,97,98,95
male,group C,bachelor's degree,standard,completed,yes,no,none,group_study,high,74,88.6,17.7,9.1,5.2,0,81,81,81
male,group C,some high school,standard,completed,yes,no,peer_tutoring,passive_reading,high,73,95.9,38.0,9.3,4.8,0,99,99,93
female,group D,high school,standard,none,yes,no,peer_tutoring,spaced_repetition,medium,60,87.9,10.3,7.0,0.9,0,63,64,63
male,group C,bachelor's degree,standard,none,no,no,peer_tutoring,group_study,low,60,94.3,7.6,7.7,3.7,0,64,61,64
male,group B,high school,free/reduced,completed,yes,yes,private_tutor,active_problem_solving,low,70,88.9,12.2,7.8,9.4,0,77,71,78
male,group B,some college,standard,completed,yes,no,none,spaced_repetition,low,53,99.2,10.2,9.1,6.3,0,66,65,64
male,group D,associate's degree,standard,none,no,yes,none,active_problem_solving,medium,70,94.0,7.4,7.4,2.8,0,75,74,67
female,group C,master's degree,standard,none,yes,yes,none,passive_reading,high,54,96.0,9.4,7.2,4.7,1,72,69,67
male,group A,associate's degree,standard,completed,yes,no,none,group_study,low,76,86.5,19.7,7.8,7.0,0,81,84,82
male,group B,some college,standard,completed,yes,no,private_tutor,passive_reading,high,53,99.0,15.8,5.7,5.7,0,70,67,67
male,group D,high school,standard,none,yes,yes,none,passive_reading,medium,79,98.8,4.2,6.4,2.0,0,77,75,76
male,group D,associate's degree,standard,none,yes,yes,none,group_study,medium,64,92.8,20.9,7.8,0.9,0,73,72,76
female,group B,master's degree,standard,completed,yes,yes,peer_tutoring,active_problem_solving,medium,56,91.0,8.4,8.5,1.9,2,80,69,70
female,group C,associate's degree,free/reduced,none,yes,yes,none,passive_reading,medium,59,87.5,10.6,8.2,4.4,0,59,59,61
female,group D,some college,standard,none,no,yes,none,active_problem_solving,low,73,91.1,22.0,7.7,7.6,0,81,84,86
male,group A,some college,standard,completed,yes,no,private_tutor,active_problem_solving,medium,64,92.3,12.1,7.6,3.6,2,83,83,78
female,group B,high school,free/reduced,completed,yes,no,private_tutor,group_study,low,70,88.6,10.9,9.1,2.8,0,81,77,72
female,group B,associate's degree,standard,none,yes,no,private_tutor,passive_reading,high,89,84.6,8.1,7.0,1.0,0,100,97,100
female,group C,high school,standard,completed,yes,no,private_tutor,passive_reading,low,87,95.3,16.1,5.7,0.9,0,100,100,93
male,group C,some college,standard,none,yes,yes,none,active_problem_solving,low,59,94.9,24.7,7.7,4.6,1,70,65,67
female,group C,high school,free/reduced,completed,yes,no,peer_tutoring,passive_reading,high,74,88.3,17.0,6.8,0.5,0,79,81,74
male,group D,high school,standard,none,yes,yes,none,active_problem_solving,medium,36,84.6,13.8,7.5,3.0,0,26,25,27
female,group B,master's degree,standard,none,yes,yes,none,group_study,medium,85,95.3,17.6,7.3,4.2,0,100,98,97
female,group E,associate's degree,free/reduced,completed,yes,yes,private_tutor,spaced_repetition,medium,66,86.8,18.5,6.8,1.0,0,89,85,83
male,group C,associate's degree,free/reduced,none,yes,yes,none,passive_reading,high,60,96.4,5.4,7.9,3.3,2,54,57,60
male,group E,associate's degree,standard,none,yes,no,private_tutor,active_problem_solving,low,70,99.0,15.3,8.3,1.4,0,87,81,85
male,group D,some high school,standard,none,yes,yes,private_tutor,active_problem_solving,medium,61,89.1,7.0,8.3,2.2,1,67,64,65
male,group A,high school,free/reduced,completed,no,no,peer_tutoring,spaced_repetition,low,56,87.2,9.8,7.8,1.7,0,57,56,61
female,group B,high school,free/reduced,completed,yes,no,private_tutor,group_study,high,59,97.8,5.6,8.6,5.0,0,72,72,70
male,group D,high school,free/reduced,none,yes,yes,private_tutor,passive_reading,medium,76,92.2,15.0,6.9,1.0,0,74,76,72
male,group D,some college,free/reduced,none,yes,yes,peer_tutoring,active_problem_solving,low,93,88.5,18.9,5.5,0.5,0,100,97,99
female,group B,high school,free/reduced,none,yes,no,none,spaced_repetition,high,75,79.1,17.1,8.6,1.4,1,93,90,85
male,group B,some high school,free/reduced,completed,no,no,none,active_problem_solving,low,59,94.7,13.3,6.6,3.0,1,58,61,65
female,group B,high school,free/reduced,none,yes,no,none,group_study,medium,85,99.0,16.1,5.4,3.0,1,90,87,84
female,group C,some high school,free/reduced,completed,yes,yes,none,group_study,low,60,95.3,14.5,5.9,0.8,1,52,51,52
female,group E,bachelor's degree,standard,none,yes,yes,none,spaced_repetition,high,53,89.0,2.1,6.4,2.3,0,68,66,66
female,group B,associate's degree,standard,completed,yes,yes,none,group_study,high,78,93.0,12.9,5.0,6.1,1,90,87,90
male,group A,associate's degree,standard,none,yes,yes,private_tutor,spaced_repetition,high,68,95.1,20.3,8.9,2.6,1,92,88,88
female,group B,some college,standard,completed,yes,yes,none,group_study,medium,70,93.7,10.9,6.6,6.1,0,83,80,77
female,group D,bachelor's degree,free/reduced,completed,yes,no,none,group_study,medium,55,81.1,4.8,8.6,1.5,0,62,61,58
male,group C,master's degree,standard,completed,yes,no,none,active_problem_solving,medium,62,97.2,14.7,6.5,3.5,0,87,89,86
female,group E,master's degree,free/reduced,none,yes,no,none,spaced_repetition,medium,57,82.9,19.5,8.7,4.5,0,72,72,61
male,group B,some college,free/reduced,none,no,yes,none,group_study,medium,88,93.0,9.3,6.9,2.3,0,81,84,85
female,group C,high school,standard,completed,yes,yes,none,active_problem_solving,low,69,94.1,11.9,7.2,3.1,1,89,85,84
male,group D,bachelor's degree,standard,completed,yes,no,none,active_problem_solving,high,47,83.7,2.8,5.1,1.3,0,58,58,62
male,group C,bachelor's degree,free/reduced,none,yes,yes,none,active_problem_solving,medium,58,88.1,5.3,5.6,3.4,1,50,54,51
female,group B,some college,free/reduced,none,yes,yes,peer_tutoring,group_study,high,67,89.9,19.2,5.5,4.3,2,73,72,66
female,group D,high school,standard,none,no,yes,private_tutor,spaced_repetition,low,53,93.6,23.1,7.5,8.3,0,54,58,57
male,group D,bachelor's degree,free/reduced,completed,yes,yes,private_tutor,active_problem_solving,low,61,89.9,9.2,7.4,5.0,0,76,68,74
female,group E,high school,standard,none,no,yes,private_tutor,group_study,low,63,89.1,10.2,8.4,0.8,0,62,68,60
female,group D,high school,standard,none,no,yes,none,spaced_repetition,medium,67,92.3,7.5,5.9,2.9,1,62,70,65
female,group C,some college,free/reduced,completed,no,no,peer_tutoring,active_problem_solving,medium,68,91.3,5.1,8.0,5.0,1,71,69,66
male,group B,some college,standard,none,yes,no,peer_tutoring,passive_reading,medium,69,79.5,9.3,6.2,1.4,0,62,68,68
female,group E,master's degree,free/reduced,none,no,no,private_tutor,active_problem_solving,high,78,99.9,26.5,8.0,2.0,0,100,99,97
female,group C,some high school,free/reduced,completed,yes,no,none,group_study,low,64,96.7,9.5,6.9,3.7,0,67,62,63
female,group D,associate's degree,standard,completed,yes,yes,private_tutor,active_problem_solving,high,55,95.1,13.4,7.5,2.1,1,93,85,86
male,group E,some college,free/reduced,none,yes,yes,none,spaced_repetition,high,64,95.2,20.6,8.6,2.3,1,70,69,68
male,group D,some college,standard,none,yes,no,peer_tutoring,group_study,high,63,92.6,28.0,4.0,3.1,1,74,77,76
female,group E,some college,standard,completed,yes,yes,peer_tutoring,passive_reading,medium,54,94.0,22.3,5.6,3.2,1,68,64,70
female,group C,master's degree,free/reduced,none,yes,yes,private_tutor,passive_reading,high,80,82.4,26.5,8.8,2.7,0,100,96,92
male,group C,some college,standard,completed,yes,yes,none,spaced_repetition,high,79,95.3,28.3,6.6,8.2,0,100,95,98
male,group D,bachelor's degree,standard,none,yes,no,peer_tutoring,active_problem_solving,medium,76,81.3,32.4,7.8,5.8,1,100,94,93
male,group C,bachelor's degree,free/reduced,none,yes,no,none,group_study,high,61,94.1,6.5,7.4,4.7,0,64,64,57
female,group E,some high school,free/reduced,none,yes,yes,none,spaced_repetition,medium,54,91.8,2.8,8.4,3.0,0,50,47,46
female,group E,associate's degree,standard,none,yes,no,none,active_problem_solving,high,63,93.7,9.0,8.2,4.1,1,78,72,75
female,group B,some high school,standard,completed,yes,no,none,active_problem_solving,medium,73,92.0,21.4,7.6,2.8,0,88,84,80
male,group B,associate's degree,standard,none,yes,yes,none,passive_reading,medium,55,98.1,11.1,9.7,5.2,0,55,57,58
male,group D,master's degree,standard,completed,yes,yes,none,group_study,medium,89,99.1,25.4,5.8,0.7,0,100,100,100
male,group A,associate's degree,free/reduced,none,yes,yes,none,passive_reading,medium,70,87.0,9.8,8.3,2.1,0,69,65,73
male,group D,some high school,standard,completed,yes,no,none,spaced_repetition,medium,73,95.1,8.9,7.1,3.7,0,82,81,79
female,group E,high school,standard,none,yes,yes,none,passive_reading,low,70,95.0,9.2,7.2,2.3,0,76,77,71
male,group C,bachelor's degree,standard,none,yes,yes,none,active_problem_solving,high,90,94.0,7.8,7.4,2.7,0,100,99,93
male,group D,some college,standard,completed,yes,yes,none,active_problem_solving,high,91,96.4,8.7,9.2,2.8,0,100,100,100
female,group B,high school,standard,none,yes,no,none,active_problem_solving,medium,86,99.1,8.9,7.6,4.0,0,100,92,88
male,group C,master's degree,standard,completed,yes,no,none,spaced_repetition,medium,84,96.6,14.0,6.5,4.3,0,100,95,97
female,group B,master's degree,free/reduced,none,yes,yes,none,group_study,medium,67,72.5,5.7,7.6,3.0,0,73,71,72
female,group B,some high school,standard,completed,yes,no,none,passive_reading,high,54,94.4,13.3,7.5,1.8,1,67,66,64
female,group C,high school,standard,none,no,yes,private_tutor,passive_reading,medium,52,89.9,24.0,7.3,4.4,0,59,62,54
male,group C,high school,standard,none,yes,no,private_tutor,active_problem_solving,medium,49,92.7,4.0,8.8,6.2,2,50,48,52
female,group D,some college,standard,none,yes,yes,peer_tutoring,group_study,high,68,98.3,14.6,6.6,3.2,0,89,78,82
female,group D,bachelor's degree,free/reduced,none,yes,no,peer_tutoring,active_problem_solving,high,65,98.5,18.3,7.9,1.8,0,91,84,75
male,group A,high school,standard,none,no,no,none,active_problem_solving,medium,79,96.3,25.2,6.9,7.3,0,92,85,84
male,group D,some college,free/reduced,completed,no,no,none,group_study,medium,37,91.9,15.3,9.2,6.5,1,26,31,34
female,group D,high school,free/reduced,none,yes,yes,none,active_problem_solving,high,50,99.8,38.0,7.5,4.8,0,63,67,56
male,group D,some high school,standard,completed,yes,no,none,group_study,medium,44,94.1,16.0,8.1,5.6,0,50,46,48
female,group B,high school,free/reduced,none,yes,yes,private_tutor,active_problem_solving,low,69,93.9,21.4,7.4,3.0,0,79,81,79
male,group C,high school,free/reduced,none,yes,no,none,spaced_repetition,low,42,88.5,31.5,6.0,4.5,1,36,39,33
female,group C,some college,standard,completed,yes,no,none,active_problem_solving,high,62,96.5,9.8,5.9,1.4,0,79,76,69
female,group C,bachelor's degree,standard,completed,no,yes,none,group_study,medium,67,89.2,12.1,5.6,3.9,1,80,76,74
male,group C,associate's degree,standard,none,no,no,none,active_problem_solving,low,77,90.2,12.5,5.9,2.7,0,85,79,84
female,group B,associate's degree,standard,none,no,yes,none,active_problem_solving,high,62,95.1,10.5,7.6,4.1,0,74,79,68
female,group E,some college,standard,completed,yes,yes,peer_tutoring,spaced_repetition,medium,82,97.2,13.9,7.5,0.9,0,100,99,100
male,group C,some high school,standard,none,yes,yes,peer_tutoring,group_study,medium,76,92.4,7.3,6.4,2.9,1,74,72,80
male,group B,high school,standard,completed,yes,yes,none,spaced_repetition,high,58,96.0,16.3,6.8,2.7,1,78,74,70
female,group D,high school,standard,none,yes,yes,none,group_study,medium,69,86.9,7.4,7.7,2.4,0,77,73,72
female,group C,high school,standard,completed,yes,no,none,group_study,medium,41,97.3,23.0,6.8,1.5,1,58,56,53
male,group D,bachelor's degree,free/reduced,none,yes,no,none,passive_reading,high,68,87.8,12.1,7.1,1.8,1,62,63,69
female,group C,high school,standard,none,yes,no,peer_tutoring,spaced_repetition,medium,68,99.3,19.1,6.1,9.0,0,73,75,70
male,group E,some college,standard,completed,yes,no,none,active_problem_solving,high,57,91.1,4.3,5.6,3.9,1,62,65,62
female,group A,some high school,standard,none,yes,no,private_tutor,active_problem_solving,medium,56,99.3,7.3,7.5,2.1,0,63,67,62
male,group E,associate's degree,standard,none,yes,yes,none,active_problem_solving,high,48,84.1,16.9,7.9,1.8,0,60,58,58
female,group E,master's degree,free/reduced,none,yes,no,peer_tutoring,passive_reading,low,53,84.5,15.6,7.6,1.4,0,49,49,52
female,group B,associate's degree,standard,completed,yes,yes,none,group_study,high,57,88.1,9.0,6.7,2.5,0,73,71,69
male,group B,some college,standard,none,yes,yes,none,active_problem_solving,low,84,98.2,26.1,8.3,2.4,0,100,93,100
male,group E,bachelor's degree,free/reduced,completed,yes,yes,peer_tutoring,passive_reading,high,71,94.7,20.2,9.2,3.8,0,84,80,79
male,group D,master's degree,standard,none,no,no,peer_tutoring,group_study,medium,63,94.0,11.2,6.3,3.3,0,73,74,71
